RoiNumber,ADCtime,RunTime,InhibitTime,InhibitTimeDiff,VolumeAnalyzed,IsZeroRoi,RoiHeight,RoiWidth,RoiX,RoiY
2,1.2018993999999998,1.2258745659722223,0.07610460069444444,0.07610460069444444,0.0047907081886574086,1,0,0,0,0
3,4.8336499,4.857504340277779,0.16356987847222226,0.08746527777777782,0.019558060257523154,1,0,0,0,0
4,9.9340001,9.958606770833333,0.2503168402777778,0.08674696180555552,0.04045120804398148,0,52,80,940,518
5,10.1830361,10.206189236111113,0.33673828125,0.08642144097222221,0.04112271231192131,0,44,80,932,406
6,10.3712159,10.393884548611112,0.4222547743055556,0.08551649305555559,0.04154845739293982,0,44,72,924,406
7,10.9189456,10.940776909722222,0.5069943576388889,0.08473958333333331,0.043474093967013884,0,44,80,932,414
8,11.0471992,11.070544704861113,0.5927278645833334,0.08573350694444448,0.04365757016782409,0,44,72,932,70
9,11.1351203,11.163828125,0.6837999131944444,0.09107204861111107,0.04366678421585648,0,52,88,924,454
10,11.2407798,11.262504340277774,0.7689105902777778,0.08511067708333331,0.043723307291666645,0,44,80,932,302
11,11.3361375,11.35611328125,0.8511219618055555,0.0822113715277778,0.04377079716435185,0,44,80,932,286
12,11.4297275,11.4521875,0.9361935763888888,0.08507161458333323,0.043816641348379634,0,52,72,924,406
13,11.5870204,11.610540364583333,1.0220572916666666,0.08586371527777781,0.04411867947048611,0,52,80,932,782
14,11.737763099999999,11.759442274305556,1.1080078125,0.08595052083333332,0.04438097692418982,0,52,80,892,254
15,11.8321179,11.853053385416667,1.1902300347222223,0.08222222222222242,0.04442843062789351,0,44,80,924,478
16,11.9659576,11.9892578125,1.2755685763888889,0.08533854166666655,0.04464037181712963,0,44,80,932,302
17,12.073510699999998,12.094251302083334,1.359609375,0.08404079861111113,0.04472767469618056,0,52,80,924,654
18,12.1693775,12.19203125,1.4434548611111107,0.08384548611111065,0.04478573495370371,0,52,80,924,950
19,12.3187685,12.342159288194445,1.52994140625,0.08648654513888943,0.04505090784143519,0,60,72,932,598
20,12.4243791,12.446553819444444,1.6138715277777778,0.08393012152777768,0.045136176215277775,0,52,80,932,606
21,12.536333699999998,12.558140190972226,1.6983159722222223,0.08444444444444454,0.045249267578125016,0,52,72,940,694
22,12.63623,12.657430555555555,1.7818381076388892,0.08352213541666687,0.04531496853298611,0,44,80,908,350
23,12.7418585,12.763882378472225,1.86494140625,0.08310329861111088,0.045412254050925936,0,52,80,940,766
24,12.8265869,12.850201822916668,1.9506380208333332,0.08569661458333311,0.04541484917534723,0,52,72,924,278
25,12.9186828,12.942098524305555,2.0361827256944443,0.0855447048611111,0.0454413158275463,0,52,80,916,350
26,13.0295858,13.049789496527776,2.1190147569444444,0.08283203125000016,0.04554489474826388,0,44,88,908,326
27,13.1365461,13.159500868055556,2.2059331597222216,0.08691840277777718,0.04563986545138889,0,52,72,916,310
28,13.3158171,13.338990885416667,2.2920941840277784,0.08616102430555683,0.04602873625578704,0,52,80,940,550
29,13.402997199999998,13.425212673611114,2.3757703993055554,0.08367621527777702,0.0460393428096065,0,52,80,932,654
30,13.486877,13.508634982638887,2.4588715277777777,0.08310112847222229,0.04604068106192129,0,44,80,908,382
31,13.595579699999998,13.616924913194444,2.5409418402777777,0.08207031249999996,0.04614992947048611,0,44,80,900,638
32,13.692398,13.713984375,2.6252191840277783,0.08427734375000062,0.04620318829571759,0,52,72,924,342
33,13.805829899999999,13.826825086805556,2.709348958333333,0.08412977430555468,0.0463228172019676,0,60,72,932,446
34,13.934096400000001,13.956267361111115,2.794611545138889,0.08526258680555587,0.04650689923321761,1,0,0,0,0
35,14.0566251,14.080275607638885,2.8801171875,0.08550564236111091,0.04666732675057869,0,52,72,932,390
36,14.246939600000001,14.271351996527779,2.9683441840277784,0.08822699652777866,0.04709586588541667,0,60,80,916,542
37,14.3433946,14.36201171875,3.049861111111111,0.08151692708333247,0.04713396086516204,0,52,96,924,750
38,14.498493300000002,14.521516927083333,3.134016927083333,0.08415581597222221,0.047447916666666666,0,52,88,924,774
39,14.587689,14.608665364583333,3.216310763888889,0.08229383680555591,0.047468144169560175,0,44,80,924,518
40,14.698214000000002,14.721809895833333,3.3027495659722224,0.08643880208333332,0.047579418041087965,0,52,72,948,550
41,14.8330478,14.858161892361109,3.390549045138889,0.08779947916666675,0.047781720196759254,0,52,80,916,326
42,14.926449900000001,14.94921875,3.476134982638889,0.08558593749999988,0.047804515697337964,0,52,80,924,686
43,15.0505775,15.074290364583335,3.5614561631944444,0.08532118055555538,0.047970142505787045,0,52,72,924,614
44,15.155302599999999,15.177317708333335,3.645978732638889,0.0845225694444447,0.04804724573206019,0,52,64,948,542
45,15.243457999999999,15.26966796875,3.734461805555556,0.08848307291666702,0.04806335901331018,0,44,72,916,278
46,15.3388991,15.361069878472223,3.8184483506944447,0.08398654513888859,0.048094256365740745,0,52,80,940,798
47,15.4343079,15.455581597222224,3.901356336805556,0.0829079861111115,0.048142605251736116,0,60,80,932,830
48,15.5478765,15.570549045138891,3.986100260416667,0.08474392361111072,0.04826853660300927,0,44,88,916,310
49,15.654392999999999,15.675021701388891,4.068526475694443,0.08242621527777638,0.04836039677372687,0,60,72,932,534
50,15.7727737,15.796916232638885,4.1560546875,0.08752821180555692,0.048503589771412024,0,52,80,932,502
51,15.8719426,15.897803819444444,4.243851996527779,0.0877973090277786,0.04855813259548611,0,52,80,940,614
52,15.9772228,16.002734375,4.332356770833333,0.08850477430555426,0.048626573350694445,0,52,80,948,582
53,16.1064218,16.128713107638887,4.417120225694443,0.08476345486111025,0.04879830367476852,0,60,80,924,638
54,16.3109596,16.33611328125,4.504908854166667,0.08778862847222335,0.049296685112847224,0,52,72,940,558
55,16.4970225,16.519049479166668,4.591362847222221,0.08645399305555479,0.049698694299768524,0,52,80,916,446
56,16.582153599999998,16.603348524305556,4.6739453125,0.08258246527777846,0.04970584671585649,0,52,72,932,374
57,16.6778568,16.699344618055555,4.756373697916667,0.08242838541666675,0.04976237883391203,0,52,72,924,238
58,16.7860366,16.807623697916668,4.840362413194446,0.08398871527777896,0.049863588686342594,0,52,72,924,358
59,16.871502,16.89396484375,4.923732638888889,0.08337022569444308,0.04987596752025462,0,52,80,932,574
60,16.961051100000002,16.983359375,5.008049045138889,0.08431640625000014,0.04989712637442129,0,60,72,956,734
61,17.077002,17.099268663194444,5.092113715277779,0.08406467013888985,0.0500298122829861,0,60,72,924,382
62,17.166910199999997,17.188411458333334,5.176282552083333,0.08416883680555465,0.05005053710937501,0,60,80,940,838
63,17.259892800000006,17.28195095486111,5.260672743055554,0.08439019097222111,0.05008865921585648,0,60,72,956,542
64,17.348776500000003,17.37082248263889,5.344737413194443,0.08406467013888896,0.050108687789351854,0,52,88,916,246
