RoiNumber,ADCtime,RunTime,InhibitTime,InhibitTimeDiff,VolumeAnalyzed,IsZeroRoi,RoiHeight,RoiWidth,RoiX,RoiY
2,15.350593799999999,15.372209201388891,0.07281684027777778,0.07281684027777778,0.06374746817129631,0,52,64,820,582
3,15.532771799999999,15.557962239583333,0.15994791666666666,0.08713107638888888,0.06415839301215277,0,44,72,1172,438
4,15.532771799999999,15.557962239583333,0.15994791666666666,0.0,0.06415839301215277,0,60,72,812,598
5,15.6499927,15.671827256944445,0.24583116319444445,0.08588324652777779,0.06427498372395833,0,44,72,804,534
6,15.775871,15.798450520833333,0.3296723090277778,0.08384114583333332,0.06445324254918981,0,60,64,820,390
7,16.027786300000002,16.050794270833332,0.4153971354166667,0.0857248263888889,0.0651474880642361,1,0,0,0,0
8,16.1907036,16.212534722222227,0.5009678819444444,0.08557074652777774,0.06546486183449077,0,60,72,804,614
9,16.2894103,16.312604166666667,0.58701171875,0.0860438368055556,0.06552330186631944,0,52,80,804,702
10,16.3823144,16.404585503472227,0.6717860243055556,0.08477430555555554,0.06555333116319446,0,52,72,804,686
11,16.4844009,16.507215711805557,0.7580967881944445,0.08631076388888892,0.06562132884837964,0,52,64,820,590
12,16.5788072,16.60276909722222,0.8446940104166667,0.08659722222222221,0.06565864619502314,0,52,88,812,502
13,16.7025177,16.72435763888889,0.928671875,0.08397786458333334,0.06581535734953704,0,52,72,796,830
14,16.8240385,16.846319444444443,1.0126150173611108,0.08394314236111078,0.06597376844618055,1,0,0,0,0
15,16.9220815,16.950928819444446,1.1043880208333334,0.09177300347222261,0.0660272533275463,1,0,0,0,0
16,17.1157693,17.138602430555554,1.1891905381944443,0.08480251736111089,0.06645588288483796,0,52,64,796,670
17,17.224038699999998,17.247039930555555,1.2756271701388888,0.08643663194444451,0.06654755316840277,0,44,72,796,822
18,17.3437373,17.365907118055556,1.36025390625,0.08462673611111127,0.06669022171585648,0,52,72,804,782
19,17.473889899999996,17.496675347222222,1.4463585069444445,0.08610460069444437,0.06687632016782406,0,52,72,812,526
20,17.6130294,17.636697048611108,1.5322243923611112,0.08586588541666673,0.06710196940104166,0,52,72,812,670
21,17.7030971,17.725939670138892,1.6181119791666667,0.08588758680555553,0.06711594871238427,0,52,80,812,374
22,17.817417600000006,17.839055989583333,1.7022374131944444,0.08412543402777772,0.06723674406828703,0,60,72,812,470
23,17.981052199999993,18.00416015625,1.7873068576388889,0.08506944444444442,0.06757022207754629,0,52,72,828,454
24,18.177529600000003,18.200386284722217,1.8722981770833331,0.08499131944444427,0.06803370044849535,0,52,72,812,758
25,18.275536300000002,18.29875,1.9579600694444443,0.08566189236111121,0.06808662471064815,1,0,0,0,0
26,18.4074468,18.430373263888892,2.0426931423611108,0.08473307291666643,0.06828200050636576,1,0,0,0,0
27,18.4955913,18.51472439236111,2.123984375,0.08129123263888927,0.06829475007233796,0,60,80,804,798
28,18.6088,18.629637586805554,2.2052213541666665,0.0812369791666665,0.06843506763599536,0,52,88,796,758
29,18.7012259,18.725169270833334,2.2906315104166666,0.08541015625000004,0.06847724066840279,1,0,0,0,0
30,18.8440231,18.867478298611108,2.3769943576388894,0.08636284722222287,0.06871034975405091,0,52,72,820,582
31,18.9502219,18.971219618055557,2.4611805555555555,0.08418619791666604,0.06879182942708334,1,0,0,0,0
32,19.1102801,19.132673611111112,2.5468098958333334,0.08562934027777791,0.06910776548032407,0,52,72,812,534
33,19.2021625,19.22467881944445,2.629911024305556,0.08310112847222273,0.06914486581307872,0,44,72,836,502
34,19.393138399999998,19.414906684027773,2.717254774305556,0.08734375000000005,0.06957354962384257,0,44,72,796,694
35,19.617263,19.641549479166667,2.8040277777777787,0.0867730034722225,0.0701563404224537,0,44,72,812,326
36,19.724734700000006,19.748020833333328,2.8904535590277787,0.08642578125,0.07023986364293978,0,52,64,804,670
37,19.937472000000003,19.960844184027774,2.9750260416666667,0.08457248263888806,0.07077424225983794,0,52,72,804,766
38,20.059902100000002,20.083895399305558,3.0608116319444445,0.08578559027777777,0.07092951569733798,0,52,64,828,614
39,20.1871937,20.209984809027773,3.1465147569444443,0.08570312499999977,0.07109779188368054,0,44,80,812,638
40,20.3071149,20.328936631944444,3.2297265625,0.08321180555555552,0.07124670862268519,0,52,72,804,830
41,20.475146399999996,20.498153211805555,3.314978298611111,0.08525173611111114,0.07159656213831017,0,52,72,796,742
42,20.5901337,20.614485677083334,3.402293836805556,0.08731553819444526,0.07171746600115741,0,52,72,796,838
43,20.729184699999998,20.75123046875,3.4876193576388888,0.08532552083333256,0.07193171296296295,0,52,80,788,830
44,20.833156600000002,20.8550390625,3.5713389756944443,0.0837196180555555,0.07201541702835648,0,52,72,804,774
45,20.931253100000006,20.954969618055557,3.656916232638889,0.08557725694444462,0.07207522243923611,0,52,72,828,574
46,21.0408507,21.065501302083334,3.743678385416666,0.08676215277777732,0.0721742621527778,0,52,80,796,702
47,21.1577244,21.178851996527783,3.8264214409722217,0.0827430555555555,0.0723017939814815,1,0,0,0,0
48,21.2774443,21.299112413194443,3.9096245659722224,0.08320312500000071,0.07245619936342591,0,52,64,820,454
49,21.372377800000002,21.393988715277782,3.9946137152777776,0.08498914930555523,0.07249739583333335,0,44,72,804,558
50,21.4755457,21.49793402777777,4.079561631944443,0.08494791666666579,0.07257655164930553,0,52,72,804,526
51,21.5747507,21.59980685763889,4.167348090277779,0.0877864583333352,0.07263524486400463,0,44,80,804,734
52,21.722947,21.74817708333333,4.254220920138889,0.08687282986111011,0.07289148401331018,0,52,72,780,838
53,21.8347739,21.856043836805554,4.337063802083334,0.08284288194444489,0.07299575014467591,0,44,72,796,710
54,21.9727422,21.99526258680556,4.4216536458333335,0.0845898437499999,0.07322337058738428,0,52,72,820,478
55,22.058502,22.080831163194446,4.506354166666667,0.08470052083333357,0.07322698748553241,0,52,72,796,718
56,22.1522018,22.171983506944446,4.5872938368055545,0.08093967013888737,0.07326954029224539,0,52,72,804,494
57,22.2553598,22.27701822916667,4.670946180555554,0.08365234374999986,0.07335863353587965,0,52,72,788,654
58,22.410545199999998,22.435334201388887,4.758109809027777,0.08716362847222303,0.07365510163483796,0,52,80,812,446
59,22.521570999999998,22.544249131944447,4.84408203125,0.08597222222222278,0.07375069625289353,0,44,80,828,430
60,22.6112883,22.63293619791667,4.928263888888889,0.08418185763888886,0.07376946795428242,0,52,64,820,822
61,22.694687,22.7170703125,5.0110091145833335,0.08274522569444454,0.07377525499131944,0,44,96,772,822
62,22.784416600000004,22.80704427083333,5.09572265625,0.08471354166666689,0.0737971733940972,0,52,72,796,638
63,22.9091592,22.93174479166667,5.180249565972222,0.08452690972222143,0.07396456344039354,0,52,72,796,742
64,23.0757345,23.0979296875,5.264405381944443,0.08415581597222133,0.07430635127314815,1,0,0,0,0
65,23.2097078,23.2318359375,5.349279513888889,0.08487413194444571,0.0745106517650463,0,52,64,828,366
66,23.3318826,23.353780381944446,5.433532986111112,0.08425347222222346,0.07466769748263889,0,52,80,796,622
67,23.4451842,23.46807291666667,5.520379774305557,0.08684678819444436,0.07478205475983797,0,52,72,836,494
68,23.567928,23.59145182291667,5.605859375,0.08547960069444294,0.07493996853298614,0,52,72,796,646
69,23.6998402,23.721786024305555,5.691963975694446,0.08610460069444592,0.07512425853587962,0,44,72,788,790
70,23.8293868,23.85402560763889,5.777962239583332,0.08599826388888676,0.07531693070023149,1,0,0,0,0
71,23.965851899999997,23.99011935763889,5.863400607638888,0.08543836805555571,0.07552799479166668,0,52,72,836,526
72,24.1220931,24.145004340277783,5.948515625,0.08511501736111171,0.0758187029803241,1,0,0,0,0
73,24.211612400000003,24.235453559027782,6.035557725694446,0.08704210069444596,0.07583289930555556,0,52,72,820,302
74,24.3034782,24.324835069444447,6.120069444444446,0.08451171874999996,0.07585319010416666,0,44,80,812,582
75,24.411234,24.433940972222217,6.2045703125,0.0845008680555539,0.0759557110821759,0,52,72,796,662
76,24.5353984,24.55764756944445,6.2889583333333325,0.08438802083333297,0.07611953848379631,0,52,72,836,414
77,24.675431699999997,24.69705729166667,6.372743055555556,0.08378472222222388,0.07635130931712965,0,52,72,788,750
78,24.7941758,24.81665798611111,6.457087673611111,0.08434461805555493,0.07649820963541666,0,44,80,812,726
79,24.881985,24.90308376736111,6.541048177083334,0.08396050347222239,0.0765084816261574,0,60,72,804,606
80,24.9826371,25.006104600694453,6.626256510416668,0.085208333333334,0.07658270037615744,0,44,72,820,478
81,25.1520213,25.17455078125,6.7119401041666675,0.08568359374999979,0.07692754448784722,0,52,72,828,566
82,25.2608843,25.28097873263889,6.7935568576388885,0.08161675347222097,0.07703092447916668,0,44,72,788,798
83,25.3607088,25.3828125,6.877517361111112,0.08396050347222328,0.07710539641203704,0,52,72,804,494
84,25.4538739,25.472986111111112,6.9587890625,0.0812717013888884,0.07714248770254631,1,0,0,0,0
85,25.544863600000003,25.57043619791667,7.046009114583334,0.0872200520833335,0.07718511284722224,0,52,80,804,526
86,25.6447722,25.668257378472227,7.131493055555557,0.08548394097222367,0.07723651801215278,0,60,88,764,782
87,25.7495328,25.77197265625,7.215592447916666,0.08409939236110908,0.07731825086805556,0,52,80,812,686
88,25.8840413,25.908350694444447,7.302170138888888,0.08657769097222179,0.07752575231481483,0,60,72,788,782
89,25.984165100000002,26.005503472222227,7.38595703125,0.08378689236111203,0.07758144350405094,0,60,72,820,318
90,26.0801961,26.10457248263889,7.471716579861112,0.08575954861111157,0.07763689959490741,0,52,72,820,350
91,26.201721399999997,26.224138454861112,7.556291232638888,0.08457465277777576,0.07778269675925926,0,52,80,788,766
92,26.3469873,26.36872612847223,7.639038628472222,0.08274739583333446,0.07804036458333337,0,52,72,828,390
93,26.439019300000002,26.46135199652777,7.722671440972222,0.08363281250000032,0.07807783564814812,0,44,72,812,670
94,26.5570903,26.58109375,7.809440104166668,0.08676866319444532,0.07821522352430556,1,0,0,0,0
